Model Name,22,74,77,78,79,200,327,338,347,352,400,601,770,918
py-codellama-0.0,70.12987012987013,59.01287553648069,15.863453815261044,37.93103448275862,91.796875,54.268292682926834,59.90675990675991,20.975609756097562,44.89795918367347,24.75728155339806,1.4423076923076923,62.465753424657535,63.28125,92.69005847953217
py-codellama-0.4,68.31168831168831,64.01287553648068,13.398955403776617,38.02330599913682,71.78082191780823,55.00000000000001,55.011655011655016,21.602787456445995,45.63265306122449,13.495145631067961,4.230769230769231,61.09589041095891,51.61458333333333,94.15204678362574
py-codellama-0.8,67.5320407492606,64.25162689804772,13.585837793330588,34.32372505543238,57.95094936708861,45.48267326732673,43.47313854853911,20.585125132181883,45.46568627450981,18.43137254901961,6.1352657004830915,56.912378303198885,46.050510478237506,87.14788732394366
py-codellama-1.0,62.798408488063664,57.12689901697945,13.091449183110546,31.07920333487726,51.838529176658675,34.81053307642903,36.913229018492174,18.944323933477946,42.80412371134021,16.183816183816184,5.6668295065950165,47.36695458344943,39.24050632911392,74.68656716417911
py-deepseek-r1-0.0,100.0
py-deepseekcoder-0.0,86.68831168831169,73.17596566523605,31.52610441767068,60.3448275862069,89.84375,55.487804878048784,50.815850815850816,25.574912891986063,46.93877551020408,14.077669902912621,24.03846153846154,76.71232876712328,84.89583333333334,98.24561403508771
py-deepseekcoder-0.4,84.54545454545455,70.3862660944206,37.8714859437751,55.77586206896552,85.2734375,55.54878048780488,50.65268065268065,25.47038327526132,46.12244897959184,20.04854368932039,25.67307692307692,72.63013698630138,82.55208333333334,96.40350877192982
py-deepseekcoder-0.8,83.66883116883118,67.44635193133047,30.0,53.44827586206896,77.9296875,49.603416717510676,49.53379953379953,25.23560209424084,43.23108384458077,22.815533980582526,23.317307692307693,68.54794520547945,78.56198784033836,95.11695906432749
py-deepseekcoder-1.0,81.88311688311688,69.14163090128756,26.393376413570273,51.33620689655173,70.7606973058637,48.77750611246944,46.45687645687646,24.3205574912892,42.593352482560526,25.0,23.846153846153847,67.23287671232877,74.97395833333333,92.77777777777779
py-llama3.1-0.0,90.9090909090909,49.141630901287556,30.72289156626506,40.26548672566372,56.640625,65.2439024390244,32.400932400932405,19.965156794425088,49.38775510204081,26.699029126213592,25.048076923076923,78.63013698630137,81.77083333333334,96.19883040935673
py-llama3.1-0.4,87.53246753246754,54.33476394849785,32.85140562248996,43.11562224183583,67.65625,50.609756097560975,39.463869463869464,18.745644599303134,49.26530612244898,26.796116504854368,18.509615384615387,74.02739726027397,77.47395833333334,93.65497076023391
py-llama3.1-0.8,78.63636363636364,57.33905579399141,25.36144578313253,44.469026548672566,65.4296875,41.381418092909534,42.02797202797203,17.142857142857142,50.38854805725972,27.28155339805825,15.480769230769232,67.78082191780823,71.4173640167364,89.32748538011695
py-llama3.1-1.0,73.08441558441558,46.96774193548387,17.75147928994083,39.83163491360212,54.80468750000001,35.16009852216749,40.46620046620046,16.34146341463415,47.63265306122449,25.439453125,15.157384987893463,60.57534246575342,64.6306447402767,81.87134502923976
py-ministral-0.0,84.0909090909091,65.66523605150213,41.164658634538156,53.01724137931034,98.046875,53.04878048780488,47.785547785547784,21.986062717770036,56.326530612244895,57.76699029126213,12.980769230769232,60.273972602739725,87.5,98.53801169590643
py-ministral-0.4,82.5974025974026,68.09012875536482,43.132530120481924,51.46551724137931,91.71875,49.69512195121951,48.32167832167833,22.717770034843205,54.57142857142857,53.592233009708735,13.509615384615383,62.6027397260274,81.5625,97.86549707602339
py-ministral-0.8,79.67532467532467,67.29613733905579,30.10317620878009,51.85344827586207,91.71875,44.26829268292683,46.41025641025641,22.369337979094077,51.71708912510221,49.56310679611651,15.0,59.342465753424655,77.41262389149713,94.76608187134504
py-ministral-1.0,75.09740259740259,64.1890440386681,19.873495205060195,47.73218142548596,89.19765166340508,38.23170731707317,42.37762237762237,22.020905923344948,51.42857142857142,45.93278129566488,12.403846153846153,55.04939626783754,75.72992700729927,87.953216374269
py-qwen-0.0,89.87012987012987,61.86695278969957,44.29718875502008,47.37068965517241,87.3828125,59.8780487804878,58.74125874125874,23.205574912891986,51.30612244897959,72.71844660194175,11.10576923076923,87.91780821917808,75.52083333333334,98.53801169590643
py-qwen-0.4,90.09740259740259,68.09012875536482,41.606425702811244,50.99137931034483,89.921875,59.512195121951216,53.47319347319347,23.797909407665504,53.83673469387755,67.37864077669903,14.278846153846153,85.2054794520548,77.83854166666667,98.53801169590643
py-qwen-0.8,83.7012987012987,68.51931330472102,36.12449799196787,48.922413793103445,88.7890625,53.65853658536586,50.955710955710956,22.822299651567945,53.46938775510204,60.87378640776699,13.291445142580956,79.94520547945206,76.58854166666667,97.39766081871345
py-qwen-1.0,76.09756097560975,66.02150537634408,29.70115877210815,45.258620689655174,82.65625,52.17391304347826,48.57808857808858,21.393728222996515,53.02040816326531,55.27980535279805,14.987951807228917,74.57534246575342,69.81476650143492,95.0
